City_pair,From_location,To_Location,Product_type,Adults_traveling,Seniors_traveling,Children_traveling,Youth_traveling,Infant traveling,Date_of_travel,Time_of_travel,Date_of_Return,Time_of_Return,Price_of_booking,Airline_code,Airline,Hotel
DFW-IAH,DFW,IAH,7,2,0,0,1,0,00:00.0,00:00.0,333.4,120.58,145.8904,UA,United Airlines,Flamingo Suites Tucson
DFW-IAH,DFW,IAH,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,312.1,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,1,1,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,252.3,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,1,1,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,252.3,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,84.1,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,84.1,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,1,1,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,252.3,0,0,UA,United Airlines,"Hotel Pepper Tree Anaheim, All Suites Hotel"
DFW-IAH,DFW,IAH,1,1,1,1,1,1,00:00.0,1753-01-01 00:00:00.000,336.4,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,1,1,1,1,1,1,00:00.0,1753-01-01 00:00:00.000,336.4,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,1,1,1,1,1,1,00:00.0,1753-01-01 00:00:00.000,336.4,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,1,1,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,252.3,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,1,1,1,0,1,1,00:00.0,1753-01-01 00:00:00.000,252.3,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,3,1,0,1,0,0,00:00.0,00:00.0,355.4,68.28,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,3,1,0,1,0,0,00:00.0,00:00.0,355.4,68.28,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,84.1,0,0,UA,United Airlines,nan
DFW-IAH,DFW,IAH,7,1,1,1,0,0,00:00.0,00:00.0,1243.5,66.85,50.98,Multiple Airlines,Multiple Airlines,Quality Inn Houston
DFW-IAH,DFW,IAH,1,1,1,1,0,1,00:00.0,1753-01-01 00:00:00.000,336.4,0,0,UA,United Airlines,nan
DFW-HUY,DFW,HUY,1,1,0,0,0,0,00:00.0,00:00.0,2902.6,0,0,DL,Delta Airlines,nan
DFW-HNL,DFW,HNL,1,1,0,0,0,0,00:00.0,00:00.0,2685.9,0,0,AA,American Airlines,nan
DFW-GSP,DFW,GSP,1,1,0,0,1,0,00:00.0,00:00.0,325.7,0,0,US,US Airways,nan
DFW-GSP,DFW,GSP,1,1,0,0,1,0,00:00.0,00:00.0,325.7,0,0,US,US Airways,nan
DFW-GRR,DFW,GRR,5,2,0,0,0,0,00:00.0,00:00.0,743.4,0,1319.72,Multiple Airlines,Multiple Airlines,JW Marriott Hotel Grand Rapids
DFW-GEG,DFW,GEG,7,1,0,0,0,0,00:00.0,00:00.0,892.01,233.15,303.1,Multiple Airlines,Multiple Airlines,Hotel Ruby
DFW-FRA,DFW,FRA,7,1,0,0,0,0,00:00.0,00:00.0,1854.3,324.36,327.26,US,US Airways,Ramada Hotel Frankfurt City Center
DFW-FRA,DFW,FRA,7,1,0,0,0,0,00:00.0,00:00.0,2102.1,589.58,680,AF,Air France,Steigenberger Airport Hotel
DFW-FRA,DFW,FRA,7,2,0,0,2,0,00:00.0,00:00.0,4604.2,478.34,1544.99,Multiple Airlines,Multiple Airlines,Steigenberger Airport Hotel
DFW-FRA,DFW,FRA,7,2,0,0,2,0,00:00.0,00:00.0,4604.2,478.34,1679.96,Multiple Airlines,Multiple Airlines,Red Roof Inn Richmond Airport
DFW-FLL,DFW,FLL,1,0,1,0,1,1,00:00.0,00:00.0,378.4,0,0,NK,Spirit Airlines,nan
DFW-FLL,DFW,FLL,1,1,0,0,0,0,00:00.0,00:00.0,398,0,0,NK,Spirit Airlines,nan
DFW-FLL,DFW,FLL,5,1,0,0,0,0,00:00.0,00:00.0,189.2,0,68.6,NK,Spirit Airlines,South Beach Hostel
DFW-FLL,DFW,FLL,5,1,0,0,0,0,00:00.0,00:00.0,174.2,0,449.62,NK,Spirit Airlines,Hyatt Regency Pier 66
DFW-EYW,DFW,EYW,5,1,0,0,0,0,00:00.0,00:00.0,569.2,0,1290.93,Multiple Airlines,Multiple Airlines,Pier House Resort & Caribbean Spa
DFW-ECP,DFW,ECP,7,2,0,0,0,0,00:00.0,00:00.0,2692,334.55,951.9,Multiple Airlines,Multiple Airlines,Holiday Inn Club Vacations Panama City Beach Resort
DFW-ECP,DFW,ECP,7,1,0,0,0,0,00:00.0,00:00.0,2044,0,516.43,DL,Delta Airlines,Hilton Garden Inn Panama City
DFW-ECP,DFW,ECP,7,1,0,0,0,0,00:00.0,00:00.0,2044,0,516.43,DL,Delta Airlines,Hilton Garden Inn Panama City
DFW-DFW,DFW,DFW,6,0,1,1,0,0,00:00.0,00:00.0,0,260.68,99.43,nan,nan,DFW Airport Hotel & Conference Center
DFW-DFW,DFW,DFW,4,1,0,0,0,0,00:00.0,00:00.0,0,0,198.87,nan,nan,DoubleTree by Hilton Hotels DFW Airport North
DFW-DFW,DFW,DFW,2,1,1,0,0,0,00:00.0,00:00.0,0,140.64,0,nan,nan,nan
DFW-DFW,DFW,DFW,4,2,0,0,0,0,00:00.0,00:00.0,0,0,99.43,nan,nan,DFW Airport Hotel & Conference Center
DFW-DFW,DFW,DFW,6,1,1,1,0,0,00:00.0,00:00.0,0,214.85,99.43,nan,nan,DFW Airport Hotel & Conference Center
DFW-DFW,DFW,DFW,4,1,0,0,0,0,00:00.0,00:00.0,0,0,116.1,nan,nan,Blue Cypress Hotel
DFW-DFW,DFW,DFW,4,1,0,0,0,0,00:00.0,00:00.0,0,0,474.04,nan,nan,Blue Cypress Hotel
DFW-DFW,DFW,DFW,2,1,0,0,0,0,00:00.0,00:00.0,0,261.88,0,nan,nan,nan
DFW-DFW,DFW,DFW,2,2,0,0,0,0,00:00.0,00:00.0,0,88.87,0,nan,nan,nan
DFW-DFW,DFW,DFW,4,1,0,0,0,0,00:00.0,00:00.0,0,0,133.96,nan,nan,Super 8 Irving/ DFW Apt/North
DFW-DFW,DFW,DFW,2,1,1,0,1,0,00:00.0,00:00.0,0,73.01,0,nan,nan,nan
DFW-DFW,DFW,DFW,2,1,1,0,0,0,00:00.0,00:00.0,0,153.4,0,nan,nan,nan
DFW-DFW,DFW,DFW,2,1,1,0,0,0,00:00.0,00:00.0,0,153.4,0,nan,nan,nan
DFW-DFW,DFW,DFW,2,1,0,0,0,0,00:00.0,00:00.0,0,153.4,0,nan,nan,nan
DFW-DFW,DFW,DFW,4,1,1,0,1,1,00:00.0,00:00.0,0,0,757.67,nan,nan,The Westin Galleria Dallas
DFW-DFW,DFW,DFW,4,1,1,0,1,1,00:00.0,00:00.0,0,0,256.22,nan,nan,Best Western Plus Dallas Hotel & Conference Center
DFW-DFW,DFW,DFW,4,1,0,0,0,0,00:00.0,00:00.0,0,0,412.39,nan,nan,"Warwick Melrose Hotel, Dallas"
DFW-DFW,DFW,DFW,4,1,0,0,0,0,00:00.0,00:00.0,0,0,140.34,nan,nan,Americas Best Value Inn - Midlothian
DFW-DFW,DFW,DFW,2,1,0,0,0,0,00:00.0,00:00.0,0,102,0,nan,nan,nan
DFW-DFW,DFW,DFW,2,1,0,0,0,0,00:00.0,00:00.0,0,102,0,nan,nan,nan
DFW-DFW,DFW,DFW,4,0,1,0,1,1,00:00.0,00:00.0,0,0,618.59,nan,nan,"Warwick Melrose Hotel, Dallas"
DFW-DFW,DFW,DFW,4,0,1,0,1,1,00:00.0,00:00.0,0,0,618.59,nan,nan,"Warwick Melrose Hotel, Dallas"
DFW-DFW,DFW,DFW,4,2,0,0,0,0,00:00.0,00:00.0,0,0,153.9234,nan,nan,DFW Airport Hotel & Conference Center
DFW-DFW,DFW,DFW,4,2,0,0,0,0,00:00.0,00:00.0,0,0,256.539,nan,nan,DFW Airport Hotel & Conference Center
DFW-DFW,DFW,DFW,4,1,0,0,0,0,00:00.0,00:00.0,0,0,102.6156,nan,nan,DFW Airport Hotel & Conference Center
DFW-DFW,DFW,DFW,4,2,0,0,0,0,00:00.0,00:00.0,0,0,205.2312,nan,nan,DFW Airport Hotel & Conference Center
DFW-DEN,DFW,DEN,5,1,0,0,0,0,00:00.0,00:00.0,318,0,662.57,Multiple Airlines,Multiple Airlines,Sheraton Denver Downtown Hotel
DFW-DEN,DFW,DEN,5,1,0,0,0,0,00:00.0,00:00.0,369,0,946.04,AA,American Airlines,"Hotel Monaco Denver, a Kimpton Hotel"
DFW-DCA,DFW,DCA,5,2,0,0,0,0,00:00.0,00:00.0,516,0,1613.44,AA,American Airlines,Hyatt Fairfax at Fair Lakes
DFW-CVG,DFW,CVG,1,1,0,0,0,0,00:00.0,00:00.0,645.7,0,0,Multiple Airlines,Multiple Airlines,nan
DFW-CVG,DFW,CVG,5,2,0,0,0,0,00:00.0,00:00.0,680.4,0,190.36,Multiple Airlines,Multiple Airlines,Baymont Inn & Suites Florence / Cincinnati South
DFW-CVG,DFW,CVG,5,2,0,0,0,0,00:00.0,00:00.0,680.4,0,493.44,Multiple Airlines,Multiple Airlines,Holiday Inn Hotel & Suites Cincinnati - Eastgate
DFW-CUN,DFW,CUN,5,1,0,0,0,0,00:00.0,00:00.0,506.01,0,961.6,AM,Aeromexico,Great Parnassus Resort and Spa All Inclusive
DFW-CUN,DFW,CUN,5,1,0,0,0,0,00:00.0,00:00.0,438.11,0,340.53,NK,Spirit Airlines,Krystal Cancun
DFW-CUN,DFW,CUN,5,1,0,0,0,0,00:00.0,00:00.0,438.11,0,340.53,NK,Spirit Airlines,Krystal Cancun
DFW-CUN,DFW,CUN,5,2,0,0,0,0,00:00.0,00:00.0,828.02,0,245.19,AA,American Airlines,Courtyard By Marriott Cancun Airport
DFW-CUN,DFW,CUN,5,1,0,0,0,0,00:00.0,00:00.0,438.11,0,340.53,NK,Spirit Airlines,Krystal Cancun
DFW-CUN,DFW,CUN,5,1,0,0,0,0,00:00.0,00:00.0,438.11,0,340.53,NK,Spirit Airlines,Krystal Cancun
DFW-CUN,DFW,CUN,5,1,0,0,0,0,00:00.0,00:00.0,438.11,0,340.53,NK,Spirit Airlines,Krystal Cancun
DFW-CUN,DFW,CUN,5,1,1,0,0,0,00:00.0,00:00.0,952.02,0,340.53,Multiple Airlines,Multiple Airlines,Krystal Cancun
DFW-CUN,DFW,CUN,5,1,0,0,0,0,00:00.0,00:00.0,476.01,0,340.53,US,US Airways,Krystal Cancun
DFW-CUN,DFW,CUN,5,2,0,0,0,0,00:00.0,00:00.0,1019.8,0,3593.94,NK,Spirit Airlines,Maroma Resort and Spa by Orient-Express
DFW-CUN,DFW,CUN,5,1,0,0,0,0,00:00.0,00:00.0,485.42,0,374.69,SY,Sun Country,Hotel Xbalamque Resort and Spa
DFW-COU,DFW,COU,5,2,0,0,0,0,00:00.0,00:00.0,752.4,0,423.6,Multiple Airlines,Multiple Airlines,Residence Inn by Marriott Columbia
DFW-CLT,DFW,CLT,5,3,0,0,0,0,00:00.0,00:00.0,1103.1,0,954.3,DL,Delta Airlines,The Westin Charlotte
DFW-CHI,DFW,CHI,1,1,0,0,0,0,00:00.0,00:00.0,174.2,0,0,NK,Spirit Airlines,nan
DFW-BRO,DFW,BRO,5,1,0,0,0,0,00:00.0,00:00.0,401,0,420.32,Multiple Airlines,Multiple Airlines,Staybridge Suites Brownsville
DFW-BOS,DFW,BOS,5,1,0,0,0,0,00:00.0,00:00.0,942,0,560.8,B6,JetBlue,Royal Sonesta Hotel Boston
DFW-BOS,DFW,BOS,1,1,0,0,0,0,00:00.0,00:00.0,942,0,0,B6,JetBlue,nan
DFW-BOS,DFW,BOS,1,1,0,0,0,0,00:00.0,00:00.0,942,0,0,B6,JetBlue,nan
DFW-BOS,DFW,BOS,5,2,0,0,0,0,00:00.0,00:00.0,699,0,856.99,UA,United Airlines,Hilton Boston Logan Airport
DFW-BOS,DFW,BOS,5,1,0,0,0,0,00:00.0,00:00.0,942,0,0,B6,JetBlue,nan
DFW-BOS,DFW,BOS,1,1,0,0,0,0,00:00.0,00:00.0,942,0,0,B6,JetBlue,nan
DFW-AUS,DFW,AUS,7,1,0,0,0,0,00:00.0,00:00.0,418.2,151,99.74,AA,American Airlines,Knights Inn - San Marcos
DFW-AUS,DFW,AUS,1,1,0,0,0,0,00:00.0,00:00.0,298.5,0,0,nan,nan,nan
DFW-AUS,DFW,AUS,5,2,0,0,0,0,00:00.0,00:00.0,696,0,154.83,nan,nan,Radisson Hotel & Suites Austin-Downtown
DFW-AUS,DFW,AUS,1,1,0,0,0,0,00:00.0,00:00.0,220.2,0,0,US,US Airways,nan
DFW-AUS,DFW,AUS,1,1,0,0,0,0,00:00.0,00:00.0,220.2,0,0,US,US Airways,nan
DFW-AUS,DFW,AUS,1,1,1,0,0,0,00:00.0,00:00.0,440.4,0,0,US,US Airways,nan
DFW-ATL,DFW,ATL,5,2,0,1,0,0,00:00.0,00:00.0,897.6,0,211.36,NK,Spirit Airlines,Wyndham Atlanta Galleria
DFW-ATL,DFW,ATL,7,1,0,0,0,0,00:00.0,00:00.0,189.2,223.61,339.64,NK,Spirit Airlines,Comfort Inn & Conference Center Northeast
DFW-ATL,DFW,ATL,5,1,0,0,0,0,00:00.0,00:00.0,134.2,0,407.61,NK,Spirit Airlines,Sheraton Suites Galleria-Atlanta
DFW-ATL,DFW,ATL,5,1,0,0,0,0,00:00.0,00:00.0,1118,0,945.96,DL,Delta Airlines,Hilton Atlanta
DFW-ATL,DFW,ATL,5,1,0,0,0,0,00:00.0,00:00.0,338,0,591.84,NK,Spirit Airlines,Wyndham Atlanta Galleria
DFW-ATL,DFW,ATL,5,1,0,0,0,0,00:00.0,00:00.0,338,0,957.88,NK,Spirit Airlines,Sheraton Suites Galleria-Atlanta
DFW-ATL,DFW,ATL,5,1,2,0,0,0,00:00.0,00:00.0,1014,0,957.88,NK,Spirit Airlines,Sheraton Suites Galleria-Atlanta
DFW-ATL,DFW,ATL,5,1,0,0,0,0,00:00.0,00:00.0,338,0,957.88,NK,Spirit Airlines,Sheraton Suites Galleria-Atlanta
DFW-ATL,DFW,ATL,5,1,0,0,0,0,00:00.0,00:00.0,338,0,957.88,NK,Spirit Airlines,Sheraton Suites Galleria-Atlanta
DFW-ATL,DFW,ATL,5,1,0,0,0,0,00:00.0,00:00.0,338,0,957.88,NK,Spirit Airlines,Sheraton Suites Galleria-Atlanta
DFW-ATL,DFW,ATL,5,1,0,0,0,0,00:00.0,00:00.0,338,0,957.88,NK,Spirit Airlines,Sheraton Suites Galleria-Atlanta
DFW-ATL,DFW,ATL,5,1,0,0,0,0,00:00.0,00:00.0,338,0,957.88,NK,Spirit Airlines,Sheraton Suites Galleria-Atlanta
DFW-ATL,DFW,ATL,7,1,0,0,0,0,00:00.0,00:00.0,243,213.89,820.64,nan,nan,DoubleTree Suites by Hilton Atlanta - Galleria
DFW-ATL,DFW,ATL,1,1,0,0,0,0,00:00.0,00:00.0,243,0,0,nan,nan,nan
DFW-ATL,DFW,ATL,7,1,0,0,0,0,00:00.0,00:00.0,189.2,199.16,743.12,NK,Spirit Airlines,Sheraton Suites Galleria-Atlanta
DFW-AMS,DFW,AMS,1,1,0,0,0,0,00:00.0,00:00.0,1724.4,0,0,US,US Airways,nan
DFW-AMS,DFW,AMS,5,1,0,0,0,0,00:00.0,00:00.0,1414,0,1175.04,Multiple Airlines,Multiple Airlines,Conscious Hotel Museum Square
DFW-ACK,DFW,ACK,1,1,0,0,0,0,00:00.0,00:00.0,739.2,0,0,Multiple Airlines,Multiple Airlines,nan
DEN-TUS,DEN,TUS,2,0,2,0,0,0,00:00.0,00:00.0,0,594.85,0,nan,nan,nan
DEN-SFO,DEN,SFO,1,0,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,125.6,0,0,DL,Delta Airlines,nan
DEN-SFO,DEN,SFO,5,2,0,0,0,0,00:00.0,00:00.0,518.4,0,465.1,Multiple Airlines,Multiple Airlines,Holiday Inn Civic Center San Francisco
DEN-SFO,DEN,SFO,7,1,1,0,0,0,00:00.0,00:00.0,1140.4,176.88,776.5,UA,United Airlines,Hyatt Regency San Francisco Airport
DEN-SFO,DEN,SFO,2,1,0,0,0,0,00:00.0,00:00.0,0,140.89,0,nan,nan,nan
DEN-SFO,DEN,SFO,7,2,1,0,1,0,00:00.0,00:00.0,1140,246.62,636.48,nan,nan,da Vinci Villa
DEN-PHX,DEN,PHX,7,1,0,0,0,0,00:00.0,00:00.0,86.2,150.12,214.68,NK,Spirit Airlines,Pointe Hilton Squaw Peak Resort
DEN-PHX,DEN,PHX,7,1,0,0,0,0,00:00.0,00:00.0,154.2,150.12,109.84,US,US Airways,Hospitality Suite Resort
DEN-PHL,DEN,PHL,7,1,1,0,0,1,00:00.0,00:00.0,1182.6,259.09,315.8,UA,United Airlines,"Monaco Philadelphia, a Kimpton Hotel"
DEN-PHL,DEN,PHL,7,1,1,0,0,1,00:00.0,00:00.0,1182.6,259.09,315.8,UA,United Airlines,"Monaco Philadelphia, a Kimpton Hotel"
DEN-PHL,DEN,PHL,7,1,0,0,0,0,00:00.0,00:00.0,358.2,259.09,151.22,US,US Airways,Days Hotel West Chester - Brandywine Valley
DEN-PHL,DEN,PHL,7,1,0,0,0,0,00:00.0,00:00.0,358.2,259.09,172.22,US,US Airways,Days Hotel West Chester - Brandywine Valley
DEN-PHL,DEN,PHL,7,1,0,0,0,0,00:00.0,00:00.0,358.2,259.09,151.22,US,US Airways,Days Hotel West Chester - Brandywine Valley
DEN-PHL,DEN,PHL,7,1,0,0,0,0,00:00.0,00:00.0,358.2,93.97,151.22,US,US Airways,Days Hotel West Chester - Brandywine Valley
DEN-PHL,DEN,PHL,1,1,0,0,0,0,00:00.0,00:00.0,358.2,0,0,US,US Airways,nan
DEN-PHL,DEN,PHL,1,1,0,0,0,0,00:00.0,00:00.0,358.2,0,0,US,US Airways,nan
DEN-PHL,DEN,PHL,7,1,0,0,0,0,00:00.0,00:00.0,358.2,259.09,283.02,US,US Airways,"The Inn at Penn, A Hilton Hotel"
DEN-PHL,DEN,PHL,1,1,0,0,0,0,00:00.0,00:00.0,358.2,0,0,US,US Airways,nan
DEN-PEK,DEN,PEK,1,0,1,0,0,0,00:00.0,00:00.0,1781.3,0,0,Multiple Airlines,Multiple Airlines,nan
DEN-ORD,DEN,ORD,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,365,0,0,US,US Airways,nan
DEN-MIA,DEN,MIA,2,1,2,0,0,0,00:00.0,00:00.0,0,124.63,0,nan,nan,nan
DEN-MIA,DEN,MIA,2,1,2,0,0,0,00:00.0,00:00.0,0,124.63,0,nan,nan,nan
DEN-MIA,DEN,MIA,1,1,0,0,0,0,00:00.0,00:00.0,554,0,0,DL,Delta Airlines,nan
DEN-MCO,DEN,MCO,3,0,2,0,0,0,00:00.0,00:00.0,1589.4,90.87,0,Multiple Airlines,Multiple Airlines,nan
DEN-LAX,DEN,LAX,7,2,0,0,0,0,00:00.0,00:00.0,728,238.2,852.01,F9,Frontier Airlines,Hyatt Regency Century Plaza
DEN-LAX,DEN,LAX,7,2,0,0,0,0,00:00.0,00:00.0,728,238.2,852.01,F9,Frontier Airlines,Hyatt Regency Century Plaza
DEN-LAS,DEN,LAS,5,1,0,0,0,0,00:00.0,00:00.0,602,0,247.7026,Multiple Airlines,Multiple Airlines,Circus Circus Hotel & Casino
DEN-LAS,DEN,LAS,5,1,0,0,0,0,00:00.0,00:00.0,602,0,247.7026,Multiple Airlines,Multiple Airlines,Circus Circus Hotel & Casino
DEN-LAS,DEN,LAS,5,1,0,0,0,0,00:00.0,00:00.0,602,0,247.7026,Multiple Airlines,Multiple Airlines,Circus Circus Hotel & Casino
DEN-LAS,DEN,LAS,5,1,0,0,0,0,00:00.0,00:00.0,602,0,247.7026,Multiple Airlines,Multiple Airlines,Circus Circus Hotel & Casino
DEN-LAS,DEN,LAS,5,1,0,0,0,0,00:00.0,00:00.0,602,0,247.7026,Multiple Airlines,Multiple Airlines,Circus Circus Hotel & Casino
DEN-LAS,DEN,LAS,1,0,1,0,0,0,00:00.0,00:00.0,198,0,0,F9,Frontier Airlines,nan
DEN-LAS,DEN,LAS,1,0,1,0,0,0,00:00.0,00:00.0,198,0,0,F9,Frontier Airlines,nan
DEN-LAS,DEN,LAS,7,1,1,0,0,0,00:00.0,00:00.0,220.95,85.19,197.01,F9,Frontier Airlines,LVH - Las Vegas Hotel & Casino
DEN-DFW,DEN,DFW,7,2,0,0,0,0,00:00.0,00:00.0,1448.4,130.66,529.56,Multiple Airlines,Multiple Airlines,Crowne Plaza Dallas Market Center
DEN-DFW,DEN,DFW,7,1,0,0,0,0,00:00.0,00:00.0,114.2,140.64,117.36,F9,Frontier Airlines,Ramada Dallas North
DEN-DFW,DEN,DFW,7,1,0,0,0,0,00:00.0,00:00.0,114.2,140.64,117.36,F9,Frontier Airlines,Ramada Dallas North
DEN-DFW,DEN,DFW,7,1,1,0,0,0,00:00.0,00:00.0,228.4,140.64,327.08,F9,Frontier Airlines,"Warwick Melrose Hotel, Dallas"
DEN-DFW,DEN,DFW,7,1,1,0,0,0,00:00.0,00:00.0,228.4,140.64,327.08,F9,Frontier Airlines,"Warwick Melrose Hotel, Dallas"
DEN-DEN,DEN,DEN,2,1,0,0,0,0,00:00.0,00:00.0,0,137.9,0,nan,nan,nan
DEN-DEN,DEN,DEN,4,1,0,0,0,0,00:00.0,00:00.0,0,0,353.28,nan,nan,Sheraton Denver Downtown Hotel
DEN-DEN,DEN,DEN,4,1,1,0,0,0,00:00.0,00:00.0,0,0,670.28,nan,nan,The Westin Westminster
DEN-DEN,DEN,DEN,4,1,0,0,0,0,00:00.0,00:00.0,0,0,706.53,nan,nan,Sheraton Denver Downtown Hotel
DEN-DEN,DEN,DEN,4,1,0,0,0,0,00:00.0,00:00.0,0,0,280.68,nan,nan,The Curtis Denver - a DoubleTree by Hilton Hotel
DEN-DEN,DEN,DEN,2,2,0,0,1,0,00:00.0,00:00.0,0,300.07,0,nan,nan,nan
DEN-DEN,DEN,DEN,2,1,0,0,0,0,00:00.0,00:00.0,0,300.07,0,nan,nan,nan
DEN-DEN,DEN,DEN,2,1,0,0,0,0,00:00.0,00:00.0,0,300.07,0,nan,nan,nan
DEN-DEN,DEN,DEN,4,1,0,0,0,0,00:00.0,00:00.0,0,0,283.64,nan,nan,Red Lion Hotel Denver Southeast
DEN-DEN,DEN,DEN,6,2,0,0,0,0,00:00.0,00:00.0,0,126.09,180.5,nan,nan,Ramada Englewood Hotel and Suites
DEN-DEN,DEN,DEN,2,1,0,0,0,0,00:00.0,00:00.0,0,171.85,0,nan,nan,nan
DEN-DEN,DEN,DEN,2,1,1,0,0,0,00:00.0,00:00.0,0,187.22,0,nan,nan,nan
DEN-DEN,DEN,DEN,2,1,1,0,0,0,00:00.0,00:00.0,0,187.22,0,nan,nan,nan
DEN-DEN,DEN,DEN,2,0,1,0,0,0,00:00.0,00:00.0,0,285.67,0,nan,nan,nan
DEN-DEN,DEN,DEN,2,0,2,0,0,0,00:00.0,00:00.0,0,1245.74,0,nan,nan,nan
DEN-BGO,DEN,BGO,1,1,1,0,0,0,00:00.0,00:00.0,3429.4,0,0,Multiple Airlines,Multiple Airlines,nan
DEL-LAS,DEL,LAS,1,2,0,0,0,0,00:00.0,00:00.0,4239.66,0,0,BA,British Airways,nan
DEL-BOM,DEL,BOM,1,1,0,0,0,0,00:00.0,00:00.0,284.97,0,0,S2,Air Sahara,nan
DCA-DFW,DCA,DFW,7,0,2,0,0,0,00:00.0,00:00.0,852.4,147.82,688.92,Multiple Airlines,Multiple Airlines,Omni Dallas Hotel at Park West
DCA-DCA,DCA,DCA,2,1,0,0,0,0,00:00.0,00:00.0,0,320.18,0,nan,nan,nan
DCA-DCA,DCA,DCA,2,1,0,0,0,0,00:00.0,00:00.0,0,320.18,0,nan,nan,nan
DCA-DCA,DCA,DCA,2,1,0,0,0,0,00:00.0,00:00.0,0,320.18,0,nan,nan,nan
DCA-DCA,DCA,DCA,2,1,0,0,0,0,00:00.0,00:00.0,0,132.75,0,nan,nan,nan
DCA-DCA,DCA,DCA,2,1,0,0,0,0,00:00.0,00:00.0,0,216.93,0,nan,nan,nan
DCA-DCA,DCA,DCA,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1139.88,nan,nan,"The Ritz-Carlton, Pentagon City"
DCA-CLT,DCA,CLT,1,1,0,0,0,0,00:00.0,00:00.0,215.2,0,0,US,US Airways,nan
DCA-ATL,DCA,ATL,5,1,0,0,0,0,00:00.0,00:00.0,444,0,253.64,US,US Airways,Wyndham Atlanta Galleria
DAL-SFO,DAL,SFO,7,1,0,0,0,0,00:00.0,00:00.0,398.2,199.69,322.8228,DL,Delta Airlines,Heritage Inn Express Rocklin
DAL-MIA,DAL,MIA,7,1,0,0,0,0,00:00.0,00:00.0,385.2,46.61,126.35,DL,Delta Airlines,Ramada Hialeah/Miami Airport
DAL-MIA,DAL,MIA,7,1,0,0,0,0,00:00.0,00:00.0,385.2,55.4,126.35,DL,Delta Airlines,Ramada Hialeah/Miami Airport
DAL-DAL,DAL,DAL,2,1,0,0,0,0,00:00.0,00:00.0,0,47.34,0,nan,nan,nan
CVG-MSP,CVG,MSP,1,1,0,0,0,0,00:00.0,00:00.0,297.2,0,0,F9,Frontier Airlines,nan
CUZ-CUZ,CUZ,CUZ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,389.46,nan,nan,Sonesta Posadas Del Inca Cusco
CUZ-CUZ,CUZ,CUZ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1233.27,nan,nan,Sonesta Posadas Del Inca Cusco
CUN-TUS,CUN,TUS,1,1,2,0,0,0,00:00.0,1753-01-01 00:00:00.000,1285.56,0,0,US,US Airways,nan
CUN-TUS,CUN,TUS,1,1,2,0,0,0,00:00.0,1753-01-01 00:00:00.000,1285.56,0,0,US,US Airways,nan
CUN-CUN,CUN,CUN,4,2,0,0,0,0,00:00.0,00:00.0,0,0,2663.33,nan,nan,GR Caribe By Solaris Deluxe All Inclusive Resort
CUN-CUN,CUN,CUN,4,2,1,0,0,0,00:00.0,00:00.0,0,0,329.74,nan,nan,Courtyard By Marriott Cancun Airport
CUN-CUN,CUN,CUN,2,1,0,0,0,0,00:00.0,00:00.0,0,21.95,0,nan,nan,nan
CUN-CUN,CUN,CUN,2,1,0,0,0,0,00:00.0,00:00.0,0,221.54,0,nan,nan,nan
CUN-CUN,CUN,CUN,2,1,0,0,0,0,00:00.0,00:00.0,0,221.54,0,nan,nan,nan
CUN-CUN,CUN,CUN,2,1,0,0,0,0,00:00.0,00:00.0,0,221.54,0,nan,nan,nan
CUN-CUN,CUN,CUN,2,1,0,0,0,0,00:00.0,00:00.0,0,221.54,0,nan,nan,nan
CUN-CUN,CUN,CUN,4,1,0,0,0,0,00:00.0,00:00.0,0,0,352.9098,nan,nan,Krystal Cancun
CUN-CUN,CUN,CUN,4,1,0,0,0,0,00:00.0,00:00.0,0,0,245.19,nan,nan,Courtyard By Marriott Cancun Airport
CUN-CUN,CUN,CUN,4,2,0,0,0,0,00:00.0,00:00.0,0,0,363,nan,nan,Sea Adventure Resort & Water Park All Inclusive
