City_pair,From_location,To_Location,Product_type,Adults_traveling,Seniors_traveling,Children_traveling,Youth_traveling,Infant traveling,Date_of_travel,Time_of_travel,Date_of_Return,Time_of_Return,Price_of_booking,Airline_code,Airline,Hotel
ZIH-ZIH,ZIH,ZIH,4,2,0,0,0,0,00:00.0,00:00.0,0,0,2003.199951,nan,nan,Viceroy Zihuatanejo
ZIH-ZIH,ZIH,ZIH,4,2,0,0,0,0,00:00.0,00:00.0,0,0,1556.76,nan,nan,Capella Ixtapa Resort & Spa
YYZ-YYZ,YYZ,YYZ,4,1,2,0,0,0,00:00.0,00:00.0,0,0,268.02,nan,nan,Hilton Hotel and Suites Niagara Falls/Fallsview
YYZ-YYZ,YYZ,YYZ,4,1,2,0,0,0,00:00.0,00:00.0,0,0,674.36,nan,nan,Hilton Hotel and Suites Niagara Falls/Fallsview
YYZ-YYZ,YYZ,YYZ,2,0,1,0,0,0,00:00.0,00:00.0,0,254.19,0,nan,nan,nan
YYZ-YYZ,YYZ,YYZ,4,1,0,0,0,0,00:00.0,00:00.0,0,0,916.46,nan,nan,Hilton Suites Conference Centre and Spa
YYC-YYC,YYC,YYC,4,1,0,0,0,0,00:00.0,00:00.0,0,0,903.36,nan,nan,Delta Bow Valley
YYC-YYC,YYC,YYC,4,2,0,0,0,2,00:00.0,00:00.0,0,0,1107.14,nan,nan,The Rimrock Resort Hotel
YVR-YYZ,YVR,YYZ,7,1,1,0,0,0,00:00.0,00:00.0,4351.4,176.85,238.14,AC,Air Canada,Comfort Hotel Airport North
YVR-YYZ,YVR,YYZ,7,1,1,0,0,0,00:00.0,00:00.0,4351.4,176.85,281.4354,AC,Air Canada,Novotel Toronto Mississauga Centre
YVR-YVR,YVR,YVR,2,1,0,0,0,0,00:00.0,00:00.0,0,74.97,0,nan,nan,nan
YVR-YVR,YVR,YVR,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1201.24,nan,nan,Hyatt Regency Vancouver
YVR-YVR,YVR,YVR,6,1,1,0,0,1,00:00.0,00:00.0,0,104.84,254.37,nan,nan,Ramada Pitt Meadows
YVR-SSA,YVR,SSA,1,1,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,2490,0,0,JJ,TAM Airlines,nan
YVR-SFO,YVR,SFO,1,2,0,0,0,0,00:00.0,00:00.0,567.32,0,0,DL,Delta Airlines,nan
YVR-SFO,YVR,SFO,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,167.75,0,0,AC,Air Canada,nan
YVR-LAX,YVR,LAX,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,146.43,0,0,AS,Alaska Airlines,nan
YVR-HKG,YVR,HKG,1,0,2,0,0,0,00:00.0,1753-01-01 00:00:00.000,1538.8,0,0,CA,Air China Limited,nan
YBA-YBA,YBA,YBA,4,1,0,0,0,0,00:00.0,00:00.0,0,0,454.712,nan,nan, 
YBA-YBA,YBA,YBA,4,1,0,0,0,0,00:00.0,00:00.0,0,0,613.28,nan,nan,Quality Resort Chateau Canmore
WAS-WAS,WAS,WAS,6,1,0,0,0,0,00:00.0,00:00.0,0,0,89.45,nan,nan,Courtyard by Marriott Arlington Crystal City/Reagan National
WAS-WAS,WAS,WAS,6,1,0,0,0,0,00:00.0,00:00.0,0,0,89.45,nan,nan,Courtyard by Marriott Arlington Crystal City/Reagan National
WAS-WAS,WAS,WAS,4,1,1,0,1,1,00:00.0,00:00.0,0,0,319.36,nan,nan,SpringHill by Marriott Centreville/Chantilly
WAS-WAS,WAS,WAS,4,1,1,0,1,1,00:00.0,00:00.0,0,0,361.68,nan,nan,The Westin Washington Dulles Airport
WAS-WAS,WAS,WAS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,73.43,nan,nan,Courtyard by Marriott Dulles Town Center
WAS-TUP,WAS,TUP,5,1,0,0,0,0,00:00.0,00:00.0,1124,0,262.22,nan,nan,Holiday Inn Batesville
WAS-SFO,WAS,SFO,1,2,0,0,0,0,00:00.0,00:00.0,1107,0,0,Multiple Airlines,Multiple Airlines,nan
WAS-RIC,WAS,RIC,1,1,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,683.2,0,0,US,US Airways,nan
WAS-RIC,WAS,RIC,1,1,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,701.2,0,0,US,US Airways,nan
WAS-RIC,WAS,RIC,1,1,1,0,0,0,00:00.0,00:00.0,701.2,0,0,US,US Airways,nan
WAS-RIC,WAS,RIC,1,1,1,0,0,0,00:00.0,00:00.0,1402.4,0,0,US,US Airways,nan
WAS-MSY,WAS,MSY,1,2,0,0,0,0,00:00.0,00:00.0,912,0,0,DL,Delta Airlines,nan
WAS-MSY,WAS,MSY,1,1,1,0,0,0,00:00.0,00:00.0,912,0,0,DL,Delta Airlines,nan
WAS-MCO,WAS,MCO,5,2,0,0,0,0,00:00.0,00:00.0,624,0,313.18,DL,Delta Airlines,Radisson Resort Orlando - Celebration
WAS-LAS,WAS,LAS,7,1,0,0,1,1,00:00.0,00:00.0,504.4,132.41,60.46,NK,Spirit Airlines,Sam's Town Hotel & Gambling Hall
WAS-JFK,WAS,JFK,1,1,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,555.2,0,0,DL,Delta Airlines,nan
WAS-JFK,WAS,JFK,7,1,0,0,0,0,00:00.0,00:00.0,184.2,160.51,233.64,DL,Delta Airlines,Ramada East Orange
WAS-IAH,WAS,IAH,1,1,1,0,0,0,00:00.0,00:00.0,1411.4,0,0,UA,United Airlines,nan
WAS-IAH,WAS,IAH,1,1,1,0,0,0,00:00.0,00:00.0,1411.4,0,0,UA,United Airlines,nan
WAS-DFW,WAS,DFW,1,2,0,0,0,0,00:00.0,00:00.0,808.4,0,0,NK,Spirit Airlines,nan
WAS-DFW,WAS,DFW,5,1,0,2,0,0,00:00.0,00:00.0,714,0,392.15,nan,nan,Crowne Plaza Dallas Market Center
WAS-DFW,WAS,DFW,5,2,0,0,0,0,00:00.0,00:00.0,496,0,4403.27,nan,nan,Best Western Plus DFW Airport Suites
WAS-CLT,WAS,CLT,1,1,1,0,0,0,00:00.0,00:00.0,1325,0,0,UA,United Airlines,nan
WAS-CLT,WAS,CLT,1,1,0,0,0,0,00:00.0,00:00.0,595.5,0,0,DL,Delta Airlines,nan
UIN-UIN,UIN,UIN,4,1,1,0,0,0,00:00.0,00:00.0,0,0,417.18,nan,nan,Super 8 Hannibal Mo
UIN-UIN,UIN,UIN,4,1,1,0,0,0,00:00.0,00:00.0,0,0,417.18,nan,nan,Super 8 Hannibal Mo
TYO-TYO,TYO,TYO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,666.21,nan,nan,Hotel Jal City Haneda Tokyo
TYO-TYO,TYO,TYO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,873.98,nan,nan,Hotel Metropolitan Tokyo
TYO-TYO,TYO,TYO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,245.35,nan,nan,Hotel Kuramae
TYO-TYO,TYO,TYO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,245.35,nan,nan,Hotel Kuramae
TUS-TUS,TUS,TUS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,176.53,nan,nan,Courtyard by Marriott Tucson Williams Center
TUS-TUS,TUS,TUS,4,1,0,0,0,0,00:00.0,00:00.0,0,0,224.72,nan,nan,Radisson Suites Tucson
TUS-TUS,TUS,TUS,4,0,1,0,0,0,00:00.0,00:00.0,0,0,98,nan,nan,Flamingo Suites Tucson
TUS-TUS,TUS,TUS,4,0,1,0,0,0,00:00.0,00:00.0,0,0,98,nan,nan,Flamingo Suites Tucson
TUS-NYC,TUS,NYC,1,3,0,0,0,0,00:00.0,00:00.0,2814.6,0,0,Multiple Airlines,Multiple Airlines,nan
TUS-MIA,TUS,MIA,7,1,2,0,0,0,00:00.0,00:00.0,5184,235.26,326.74,DL,Delta Airlines,Collins Hotel
TUS-LAX,TUS,LAX,1,1,0,0,0,0,00:00.0,00:00.0,323.7,0,0,Multiple Airlines,Multiple Airlines,nan
TUS-LAX,TUS,LAX,1,1,0,0,0,0,00:00.0,00:00.0,323.7,0,0,Multiple Airlines,Multiple Airlines,nan
TUS-LAX,TUS,LAX,1,1,1,0,0,0,00:00.0,00:00.0,349.4,0,0,Multiple Airlines,Multiple Airlines,nan
TUS-BCN,TUS,BCN,1,0,1,0,0,0,00:00.0,00:00.0,7065.9,0,0,Multiple Airlines,Multiple Airlines,nan
TUS-ACA,TUS,ACA,3,1,2,0,0,0,00:00.0,00:00.0,3404.13,90.65,0,Multiple Airlines,Multiple Airlines,nan
TUS-ACA,TUS,ACA,3,1,2,0,0,0,00:00.0,00:00.0,9114.84,90.65,0,Multiple Airlines,Multiple Airlines,nan
TUL-TUL,TUL,TUL,4,1,2,0,0,0,00:00.0,00:00.0,0,0,289.41,nan,nan,Knights Inn Tulsa I-44
TTN-TTN,TTN,TTN,4,1,0,0,0,0,00:00.0,00:00.0,0,0,221.56,nan,nan,Ramada Inn Flemington
TPA-TPA,TPA,TPA,4,4,0,0,0,0,00:00.0,00:00.0,0,0,923.84,nan,nan,Sheraton Sand Key Resort
TPA-TPA,TPA,TPA,4,1,0,0,0,0,00:00.0,00:00.0,0,0,461.92,nan,nan,Sheraton Sand Key Resort
TPA-TPA,TPA,TPA,4,1,0,0,0,0,00:00.0,00:00.0,0,0,461.92,nan,nan,Sheraton Sand Key Resort
TPA-TPA,TPA,TPA,4,1,0,0,0,0,00:00.0,00:00.0,0,0,461.92,nan,nan,Sheraton Sand Key Resort
TPA-TPA,TPA,TPA,4,2,0,0,0,0,00:00.0,00:00.0,0,0,573.97,nan,nan,Clearwater Beach Marriott Suites on Sand Key
TPA-TPA,TPA,TPA,4,2,0,0,0,0,00:00.0,00:00.0,0,0,270.35,nan,nan,Postcard Inn On The Beach
TPA-TPA,TPA,TPA,4,1,0,0,0,0,00:00.0,00:00.0,0,0,621.09,nan,nan,Surf Beach Resort
TPA-TPA,TPA,TPA,4,2,0,0,0,0,00:00.0,00:00.0,0,0,257.19,nan,nan,Grand Suites Hotel
TPA-PDX,TPA,PDX,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,555,0,0,AS,Alaska Airlines,nan
TPA-PDX,TPA,PDX,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,550,0,0,AS,Alaska Airlines,nan
TPA-PDX,TPA,PDX,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,546,0,0,DL,Delta Airlines,nan
SYD-SYD,SYD,SYD,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1762.53,nan,nan,Sheraton on the Park
SYD-SYD,SYD,SYD,2,2,0,0,1,0,00:00.0,00:00.0,0,240.19,0,nan,nan,nan
SYD-SYD,SYD,SYD,2,2,0,0,1,0,00:00.0,00:00.0,0,145.19,0,nan,nan,nan
SYD-SYD,SYD,SYD,4,1,1,0,0,0,00:00.0,00:00.0,0,0,2519.97,nan,nan,Amora Hotel Jamison Sydney
SYD-SYD,SYD,SYD,4,1,0,0,0,0,00:00.0,00:00.0,0,0,463.45,nan,nan,Garden Lodge Sydney
SYD-SYD,SYD,SYD,4,1,1,0,0,0,00:00.0,00:00.0,0,0,926.9,nan,nan,Garden Lodge Sydney
STL-STL,STL,STL,4,2,0,0,0,0,00:00.0,00:00.0,0,0,1063.98,nan,nan,"The Ritz-Carlton, St. Louis"
SMF-SMF,SMF,SMF,4,1,0,0,0,0,00:00.0,00:00.0,0,0,729.45,nan,nan,The Westin Sacramento
SLC-LAS,SLC,LAS,1,1,1,0,1,1,00:00.0,00:00.0,966.6,0,0,DL,Delta Airlines,nan
SLC-LAS,SLC,LAS,1,1,1,0,1,1,00:00.0,00:00.0,966.6,0,0,DL,Delta Airlines,nan
SLC-LAS,SLC,LAS,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,78.1,0,0,AS,Alaska Airlines,nan
SJU-SJU,SJU,SJU,4,1,1,0,1,0,00:00.0,00:00.0,0,0,799.45,nan,nan,The Condado Plaza Hilton
SJU-SJU,SJU,SJU,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1038.41,nan,nan,Hotel Miramar
SJO-SJO,SJO,SJO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,331.67,nan,nan,Arenal Kioro Suites & Spa
SJC-SJC,SJC,SJC,2,2,0,0,0,0,00:00.0,00:00.0,0,151.18,0,nan,nan,nan
SIN-SIN,SIN,SIN,4,2,0,1,0,0,00:00.0,00:00.0,0,0,444.9,nan,nan,Swiss-Inn Batam
SHA-NRT,SHA,NRT,1,1,0,0,0,0,00:00.0,00:00.0,700.2,0,0,Multiple Airlines,Multiple Airlines,nan
SFO-YVR,SFO,YVR,1,1,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,835.52,0,0,UA,United Airlines,nan
SFO-SLC,SFO,SLC,1,2,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,184.2,0,0,AS,Alaska Airlines,nan
SFO-SFO,SFO,SFO,4,1,1,0,1,0,00:00.0,00:00.0,0,0,945.48,nan,nan,"The Ritz-Carlton, San Francisco"
SFO-SFO,SFO,SFO,4,2,0,0,0,0,00:00.0,00:00.0,0,0,868.42,nan,nan,Omni San Francisco Hotel
SFO-SFO,SFO,SFO,4,2,0,0,0,0,00:00.0,00:00.0,0,0,146.26,nan,nan,Pacific Euro Hotel
SFO-SFO,SFO,SFO,2,1,0,0,0,0,00:00.0,00:00.0,0,311.04,0,nan,nan,nan
SFO-SFO,SFO,SFO,4,2,0,0,0,0,00:00.0,00:00.0,0,0,308.84,nan,nan,Travelodge in San Rafael
SFO-SFO,SFO,SFO,4,3,0,0,0,0,00:00.0,00:00.0,0,0,941.4,nan,nan,Days Inn And Suites Hayward
SFO-SFO,SFO,SFO,4,1,1,0,1,0,00:00.0,00:00.0,0,0,945.48,nan,nan,"The Ritz-Carlton, San Francisco"
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,232.55,nan,nan,Holiday Inn Civic Center San Francisco
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,232.55,nan,nan,Holiday Inn Civic Center San Francisco
SFO-SFO,SFO,SFO,2,1,0,0,0,0,00:00.0,00:00.0,0,197.97,0,nan,nan,nan
SFO-SFO,SFO,SFO,2,1,0,0,0,0,00:00.0,00:00.0,0,197.97,0,nan,nan,nan
SFO-SFO,SFO,SFO,2,2,2,0,0,0,00:00.0,00:00.0,0,138.63,0,nan,nan,nan
SFO-SFO,SFO,SFO,2,2,2,0,0,0,00:00.0,00:00.0,0,138.63,0,nan,nan,nan
SFO-SFO,SFO,SFO,4,1,1,0,0,0,00:00.0,00:00.0,0,0,535.18,nan,nan,Valley Park Hotel
SFO-SFO,SFO,SFO,4,1,1,0,0,0,00:00.0,00:00.0,0,0,535.18,nan,nan,Valley Park Hotel
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,2862.1,0,335.92,QR,Qatar Airways,Parc 55 Wyndham San Francisco - Union Square
SFO-SFO,SFO,SFO,4,3,0,0,0,0,00:00.0,00:00.0,0,0,215.2152,nan,nan,Heritage Inn Express Rocklin
SFO-SFO,SFO,SFO,4,2,0,0,0,0,00:00.0,00:00.0,0,0,945.2,nan,nan,Hotel Diva
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,303.66,nan,nan,Hotel Whitcomb
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,920.46,nan,nan,Best Western Plus Garden Court Inn
SFO-SFO,SFO,SFO,2,2,2,0,0,0,00:00.0,00:00.0,0,144.21,0,nan,nan,nan
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,2201.56,nan,nan,"Hotel Palomar San Francisco, a Kimpton Hotel"
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,314.51,nan,nan,"Hotel Palomar San Francisco, a Kimpton Hotel"
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,379.77,nan,nan,Hyatt Regency San Francisco
SFO-SFO,SFO,SFO,4,1,1,1,1,1,00:00.0,00:00.0,0,0,614.34,nan,nan,The Inn at Jack London Square
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,580.82,nan,nan,Holiday Inn Express and Suites Fisherman's Wharf
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1038.08,nan,nan,Hotel Whitcomb
SFO-SFO,SFO,SFO,4,2,0,0,0,0,00:00.0,00:00.0,0,0,759.85,nan,nan,JW Marriott San Francisco Union Square
SFO-SFO,SFO,SFO,6,2,0,0,0,0,00:00.0,00:00.0,0,257.08,218.3416,nan,nan,Best Western Plus Dry Creek Inn
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,730.61,nan,nan,The Westin San Francisco Airport
SFO-SFO,SFO,SFO,4,0,2,0,0,0,00:00.0,00:00.0,0,0,1067.18,nan,nan,Bedford Motel
SFO-SFO,SFO,SFO,4,0,2,0,0,0,00:00.0,00:00.0,0,0,1067.18,nan,nan,Bedford Motel
SFO-SFO,SFO,SFO,4,1,1,0,0,0,00:00.0,00:00.0,0,0,232.55,nan,nan,Holiday Inn Civic Center San Francisco
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,318.7,nan,nan,Holiday Inn & Suites San Mateo
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1029.18,nan,nan,InterContinental San Francisco
SFO-SFO,SFO,SFO,2,1,0,0,0,0,00:00.0,00:00.0,0,201.87,0,nan,nan,nan
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,995.63,nan,nan,The Westin San Francisco Airport
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,931.16,nan,nan,The Westin San Francisco Airport
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1209.14,nan,nan,Sheraton Fisherman's Wharf
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,194.13,nan,nan,Hyatt Regency San Francisco Airport
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,124.08,194.13,nan,nan,Hyatt Regency San Francisco Airport
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,2042.18,nan,nan,Sheraton Fisherman's Wharf
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,868.42,nan,nan,Omni San Francisco Hotel
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,589.74,nan,nan,Hotel Whitcomb
SFO-SFO,SFO,SFO,2,2,2,0,0,0,00:00.0,00:00.0,0,108.46,0,nan,nan,nan
SFO-SFO,SFO,SFO,2,1,0,0,0,0,00:00.0,00:00.0,0,148,0,nan,nan,nan
SFO-SFO,SFO,SFO,2,1,0,0,0,0,00:00.0,00:00.0,0,148,0,nan,nan,nan
SFO-SFO,SFO,SFO,2,2,0,0,0,0,00:00.0,00:00.0,0,148,0,nan,nan,nan
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,573.84,nan,nan,Crowne Plaza San Francisco International Airport
SFO-SFO,SFO,SFO,4,1,1,0,0,0,00:00.0,00:00.0,0,0,388.24,nan,nan,Hyatt Regency San Francisco Airport
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,573.84,nan,nan,Crowne Plaza San Francisco International Airport
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,562.53,nan,nan,Holiday Inn & Suites San Mateo
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,562.53,nan,nan,Holiday Inn & Suites San Mateo
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,609.98,nan,nan,Holiday Inn & Suites San Mateo
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,573.84,nan,nan,Crowne Plaza San Francisco International Airport
SFO-SFO,SFO,SFO,6,2,0,0,0,0,00:00.0,00:00.0,0,78.68,161.5068,nan,nan,Travelodge San Francisco Airport-North
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,372.88,nan,nan,Best Western Plus Grosvenor Airport Hotel
SFO-SFO,SFO,SFO,4,0,2,0,0,0,00:00.0,00:00.0,0,0,945.48,nan,nan,"The Ritz-Carlton, San Francisco"
SFO-SFO,SFO,SFO,4,0,2,0,0,0,00:00.0,00:00.0,0,0,945.48,nan,nan,"The Ritz-Carlton, San Francisco"
SFO-SFO,SFO,SFO,4,1,0,1,0,0,00:00.0,00:00.0,0,0,268.66,nan,nan,Best Western Plus Grosvenor Airport Hotel
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,1997.62,nan,nan,JW Marriott San Francisco Union Square
SFO-SFO,SFO,SFO,2,2,2,0,0,0,00:00.0,00:00.0,0,106.58,0,nan,nan,nan
SFO-SFO,SFO,SFO,2,1,0,0,0,0,00:00.0,00:00.0,0,262.53,0,nan,nan,nan
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,323.37,nan,nan,"Hotel Whitcomb, A Historic Hotel of America"
SFO-SFO,SFO,SFO,4,1,0,0,0,0,00:00.0,00:00.0,0,0,94.78,nan,nan,Heritage Inn Express Rocklin
SFO-SEA,SFO,SEA,5,2,0,0,0,0,00:00.0,00:00.0,862,0,826.74,Multiple Airlines,Multiple Airlines,The Westin Seattle
SFO-SAN,SFO,SAN,7,1,1,0,0,0,00:00.0,00:00.0,448.4,82.43,459.48,VX,Virgin America,Fiesta Inn Tijuana Otay
SFO-SAN,SFO,SAN,1,1,1,0,0,0,00:00.0,00:00.0,418.16,0,0,VX,Virgin America,nan
SFO-SAN,SFO,SAN,7,0,2,0,0,0,00:00.0,00:00.0,465.4,232.11,831.76,Multiple Airlines,Multiple Airlines,Manchester Grand Hyatt San Diego
SFO-SAN,SFO,SAN,7,1,1,0,0,0,00:00.0,00:00.0,435.96,83.14,1346.72,Multiple Airlines,Multiple Airlines,Catamaran Resort and Spa
SFO-SAN,SFO,SAN,1,2,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,224.2,0,0,VX,Virgin America,nan
SFO-SAN,SFO,SAN,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,171.1,0,0,UA,United Airlines,nan
SFO-SAN,SFO,SAN,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,171.1,0,0,UA,United Airlines,nan
SFO-SAN,SFO,SAN,5,1,1,0,2,0,00:00.0,00:00.0,448.4,0,774.92,VX,Virgin America,Manchester Grand Hyatt San Diego
SFO-PHX,SFO,PHX,1,1,1,0,0,0,00:00.0,1753-01-01 00:00:00.000,513.2,0,0,DL,Delta Airlines,nan
SFO-NYC,SFO,NYC,1,0,2,0,0,0,00:00.0,00:00.0,1279,0,0,Multiple Airlines,Multiple Airlines,nan
SFO-NYC,SFO,NYC,1,1,2,0,0,0,00:00.0,00:00.0,1693.5,0,0,Multiple Airlines,Multiple Airlines,nan
SFO-MIA,SFO,MIA,1,1,0,0,0,0,00:00.0,00:00.0,505.5,0,0,Multiple Airlines,Multiple Airlines,nan
SFO-MIA,SFO,MIA,1,1,0,0,0,0,00:00.0,00:00.0,505.5,0,0,Multiple Airlines,Multiple Airlines,nan
SFO-MIA,SFO,MIA,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,985,0,0,AA,American Airlines,nan
SFO-MIA,SFO,MIA,7,2,1,0,0,0,00:00.0,00:00.0,2511.6,300.18,1656.32,Multiple Airlines,Multiple Airlines,The James Royal Palm
SFO-MIA,SFO,MIA,7,1,1,0,0,0,00:00.0,00:00.0,790.4,291.15,162.95,US,US Airways,Ramada Hialeah/Miami Airport
SFO-MIA,SFO,MIA,7,1,1,0,0,0,00:00.0,00:00.0,790.4,291.15,162.95,US,US Airways,Ramada Hialeah/Miami Airport
SFO-MIA,SFO,MIA,1,1,0,0,0,0,00:00.0,1753-01-01 00:00:00.000,186.6,0,0,DL,Delta Airlines,nan
SFO-MIA,SFO,MIA,7,1,1,0,0,0,00:00.0,00:00.0,1606.42,235.26,334.28,Multiple Airlines,Multiple Airlines,Days Inn Miami Airport North
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,582.5,0,528.33,Multiple Airlines,Multiple Airlines,Essex House Hotel
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,561.5,0,946.94,Multiple Airlines,Multiple Airlines,Marriott South Beach
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,368.2,0,120.5,US,US Airways,Ramada Hialeah/Miami Airport
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,368.2,0,120.5,US,US Airways,Ramada Hialeah/Miami Airport
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,456.2,0,153.76,Multiple Airlines,Multiple Airlines,Howard Johnson Plaza Hotel Miami Airport
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,368.2,0,120.5,US,US Airways,Ramada Hialeah/Miami Airport
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,368.2,0,120.5,US,US Airways,Ramada Hialeah/Miami Airport
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,408.2,0,120.5,Multiple Airlines,Multiple Airlines,Ramada Hialeah/Miami Airport
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,408.2,0,120.5,Multiple Airlines,Multiple Airlines,Ramada Hialeah/Miami Airport
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,408.2,0,153.76,Multiple Airlines,Multiple Airlines,Howard Johnson Plaza Hotel Miami Airport
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,408.2,0,153.76,Multiple Airlines,Multiple Airlines,Howard Johnson Plaza Hotel Miami Airport
SFO-MIA,SFO,MIA,1,2,0,0,1,0,00:00.0,1753-01-01 00:00:00.000,373.2,0,0,DL,Delta Airlines,nan
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,339,0,0,UA,United Airlines,nan
SFO-MIA,SFO,MIA,7,1,1,0,1,1,00:00.0,00:00.0,1601.1,827.75,897.06,Multiple Airlines,Multiple Airlines,Ramada Hialeah/Miami Airport
SFO-MIA,SFO,MIA,1,1,1,0,0,1,00:00.0,00:00.0,1119.6,0,0,DL,Delta Airlines,nan
SFO-MIA,SFO,MIA,5,1,0,0,0,0,00:00.0,00:00.0,408.2,0,120.5,Multiple Airlines,Multiple Airlines,Ramada Hialeah/Miami Airport
SFO-LAS,SFO,LAS,7,1,0,0,0,0,00:00.0,00:00.0,292.2,178.14,270.35,US,US Airways,Westgate Flamingo Bay at Las Vegas
SFO-LAS,SFO,LAS,7,1,0,0,0,0,00:00.0,00:00.0,292.2,178.14,344.17,US,US Airways,Circus Circus Hotel & Casino
SFO-LAS,SFO,LAS,5,1,1,0,0,0,00:00.0,00:00.0,367.4,0,270.35,Multiple Airlines,Multiple Airlines,Tropicana Las Vegas - A Doubletree by Hilton
SFO-LAS,SFO,LAS,5,1,0,0,0,0,00:00.0,00:00.0,153.2,0,541.19,B6,JetBlue,Four Seasons Hotel Las Vegas
